id,name,product_category,store_name,points
911,CENTRO STORICO PIEDICASTELLO,ALTRI PRODOTTI NON CLASS.(MINERALI DA CO,SOMI SRL,POINT (11.104258 46.091006)
912,CENTRO STORICO PIEDICASTELLO,ALTRI PRODOTTI NON CLASS.(MINERALI DA CO,EUROBRICO S.P.A.,POINT (11.114614 46.09118)
913,CENTRO STORICO PIEDICASTELLO,,ICC GROUP S.R.L.,POINT (11.123303 46.079537)
914,CENTRO STORICO PIEDICASTELLO,,NATTIVI MICHELE,POINT (11.123303 46.079537)
915,CENTRO STORICO PIEDICASTELLO,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,MOTORBIKE SERVICE DI FACCHINI FULVIO & C. SNC,POINT (11.11443 46.09169)
916,CENTRO STORICO PIEDICASTELLO,ALTRI PRODOTTI NON CLASS.(MINERALI DA CO,DALLA VECCHIA MARMIE GRANITI SRL,POINT (11.120138 46.092007)
917,CENTRO STORICO PIEDICASTELLO,,DIENG ASSANE,POINT (11.120138 46.092007)
918,CENTRO STORICO PIEDICASTELLO,ARTICOLI IGIENICO SANITARI,SPAZIO SPA,POINT (11.106688 46.092267)
919,CENTRO STORICO PIEDICASTELLO,ARTICOLI IGIENICO SANITARI,SPAZIO SPA,POINT (11.106688 46.092267)
920,CENTRO STORICO PIEDICASTELLO,CARTOLERIA-CANCELLERIA E FORN. PER UFF.,MOAR S.R.L.,POINT (11.110563 46.087688)
921,CENTRO STORICO PIEDICASTELLO,"BEVANDE (VINI, OLI, BIRRA ED ALTRE)",MOZZANICA ANTONIO,POINT (11.123023 46.084505)
922,CENTRO STORICO PIEDICASTELLO,"BEVANDE (VINI, OLI, BIRRA ED ALTRE)",GNACCARINI CHIARA,POINT (11.116045 46.081237)
923,CENTRO STORICO PIEDICASTELLO,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,BETTINI NADIA,POINT (11.12279 46.084836)
924,CENTRO STORICO PIEDICASTELLO,,TRIENT CONSULTING GROUP S.R.L.,POINT (11.113973 46.08961)
925,CENTRO STORICO PIEDICASTELLO,,NICOLINI LORENZO,POINT (11.105387 46.093382)
926,CENTRO STORICO PIEDICASTELLO,,NICOLINI LORENZO,POINT (11.105387 46.093382)
927,CENTRO STORICO PIEDICASTELLO,PASTICCERIA-DOLCIUMI-CONFETTERIA-GELAT.,SOLINAS MARIA TERESA,POINT (11.121377 46.087184)
928,CENTRO STORICO PIEDICASTELLO,SUPERMERCATI(OLTRE 400 MQ.-SELF SERVICE),SAIT CONSORZIO DELLE COOPERATIVE DI CONSUMO TRENTINE S.C.A R,POINT (11.120058 46.077105)
929,CENTRO STORICO PIEDICASTELLO,ALTRI PRODOTTI NON CLASS.(MINERALI DA CO,DIMENSIONE SCAFFALE SRL,POINT (11.110666 46.093989)
930,CENTRO STORICO PIEDICASTELLO,,DK FLAMES S.R.L.,POINT (11.113683 46.094176)
931,CENTRO STORICO PIEDICASTELLO,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,CAMPERTOURS S.R.L.,POINT (11.119235 46.077491)
932,CENTRO STORICO PIEDICASTELLO,SUPERMERCATI(OLTRE 400 MQ.-SELF SERVICE),TRENTINO STORE S.R.L. SEMPLIFICATA,POINT (11.125217 46.074769)
933,CENTRO STORICO PIEDICASTELLO,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,CAR EVOLUTION S.R.L.,POINT (11.120445 46.083391)
934,CENTRO STORICO PIEDICASTELLO,ALTRI PRODOTTI NON CLASS.(MINERALI DA CO,PASQUALI IVAN,POINT (11.128108 46.07231)
935,CENTRO STORICO PIEDICASTELLO,ROSTICCERIA,A. E G. S.N.C. DI ROMANO ANDREA & C.,POINT (11.119648 46.086009)
936,CENTRO STORICO PIEDICASTELLO,,AMATO S.A.S. DI AMATO DENIS & C.,POINT (11.105942 46.074179)
937,CENTRO STORICO PIEDICASTELLO,ALTRI PRODOTTI NON CLASS.(MINERALI DA CO,VILIOTTI ALESSANDRO,POINT (11.116978 46.079593)
938,CENTRO STORICO PIEDICASTELLO,nan,VILIOTTI ALESSANDRO,POINT (11.116978 46.079593)
939,CENTRO STORICO PIEDICASTELLO,MACCHINE ED ATTREZZATURE PER UFFICIO,COMPUTER RESTORE SNC DI FRANCESCHINI CHRISTIAN E DENNYS,POINT (11.116978 46.079593)
940,CENTRO STORICO PIEDICASTELLO,ALTRI PRODOTTI NON CLASS.(MINERALI DA CO,NUOVA BERMAN DI CAPPELLETTI RED E LUCA SNC,POINT (11.107136 46.090585)
941,CENTRO STORICO PIEDICASTELLO,ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A,SPORTLIFEE S.R.L.,POINT (11.114409 46.090743)
942,CENTRO STORICO PIEDICASTELLO,CALZATURE E ARTICOLI IN CUOIO,PITTARELLO S.P.A.,POINT (11.122651 46.079839)
943,CENTRO STORICO PIEDICASTELLO,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,MAIG SRL,POINT (11.109625 46.088707)
944,CENTRO STORICO PIEDICASTELLO,VARIE,SIRIO S.R.L.,POINT (11.109625 46.088707)
945,CENTRO STORICO PIEDICASTELLO,,TECNODATA TRENTINA SRL,POINT (11.118072 46.093029)
946,CENTRO STORICO PIEDICASTELLO,,S.P.F. SINERGIE PROGETTUALI FINANZIARIE S.R.L.,POINT (11.106132 46.088646)
947,CENTRO STORICO PIEDICASTELLO,,SIFA' SOCIETA' ITALIANA FLOTTE AZIENDALI - S.P.A.,POINT (11.119996 46.076943)
948,CENTRO STORICO PIEDICASTELLO,nan,ODORIZZI TRATTORI SOCIETA' A RESPONSABILITA' LIMITATA SEMPL,POINT (11.11621 46.09368)
949,CENTRO STORICO PIEDICASTELLO,MACCHINE ED ATTREZZATURE PER UFFICIO,VILLOTTI S.R.L.,POINT (11.11621 46.09368)
950,CENTRO STORICO PIEDICASTELLO,MATERIALE DA COSTRUZIONE,BASSI MEO S.R.L.,POINT (11.108452 46.086835)
951,CENTRO STORICO PIEDICASTELLO,OTTICA-FOTOGRAFIA-CINEMATOGRAFIA-STRUMEN,FIELMANN S.R.L.,POINT (11.122458 46.069121)
952,CENTRO STORICO PIEDICASTELLO,VARIE,HILA ENIK,POINT (11.125029 46.076336)
953,CENTRO STORICO PIEDICASTELLO,MACCHINE-ATTREZZ.E PROD.AGRIC.E GIARD.,HILA ENIK,POINT (11.125029 46.076336)
954,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,SORAM S.P.A.,POINT (11.124021 46.069417)
955,CENTRO STORICO PIEDICASTELLO,OROLOGI-ART.GIOIELLERIA-ARGENTERIA,MICHELAZZI PATRIZIA,POINT (11.124568 46.07119)
956,CENTRO STORICO PIEDICASTELLO,CALZATURE E ARTICOLI IN CUOIO,GLO CALZATURE S.N.C. DI DE SIMOI GLORIA & C.,POINT (11.125184 46.068226)
957,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,FARINA LUCIANO,POINT (11.125801 46.068999)
958,CENTRO STORICO PIEDICASTELLO,COMMERCIO AL DETTAGLIO DEI MINIMERCATI,BHATTI TALAT MASOOD,POINT (11.118409 46.069106)
959,CENTRO STORICO PIEDICASTELLO,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,KEPRO WORLD SPA,POINT (11.118904 46.067998)
960,CENTRO STORICO PIEDICASTELLO,,SALVADORI STEFANO,POINT (11.119053 46.069947)
961,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,SI.GI. S.A.S. DI BRIGNOLI ROBERTA & C.,POINT (11.123089 46.06829)
962,CENTRO STORICO PIEDICASTELLO,COMMERCIO AL DETTAGLIO DEI MINIMERCATI,BHATTI SHABAZ ANWAR,POINT (11.123577 46.07082)
963,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,EMME EFFE S.A.S. DI MONICA FLORIANI & C.,POINT (11.124557 46.069472)
964,CENTRO STORICO PIEDICASTELLO,nan,DOLCEAMARO S.A.S. DI CASAGRANDE MARCO & C.,POINT (11.125053 46.073936)
965,CENTRO STORICO PIEDICASTELLO,CAFFE' TORREFATTO,DOLCEAMARO S.A.S. DI CASAGRANDE MARCO & C.,POINT (11.125053 46.073936)
966,CENTRO STORICO PIEDICASTELLO,OTTICA-FOTOGRAFIA-CINEMATOGRAFIA-STRUMEN,GOTTARDINI VISION SRL,POINT (11.124369 46.069546)
967,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,DIFONZO DEBORA,POINT (11.124653 46.070289)
968,CENTRO STORICO PIEDICASTELLO,ART.PER IMPIANTI DISTRIBUZ.CARBURANTI,TARTER LINO E ACCURTI GUIDO SNC,POINT (11.124706 46.074147)
969,CENTRO STORICO PIEDICASTELLO,CALZATURE E ARTICOLI IN CUOIO,DOROSZ NICOLAS MARIANO,POINT (11.122903 46.069132)
970,CENTRO STORICO PIEDICASTELLO,ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A,ROTOOFFSET PAGANELLA S.A.S. DI ALESSANDRINI ROBERTO &C.,POINT (11.126606 46.069399)
971,CENTRO STORICO PIEDICASTELLO,CALZATURE E ARTICOLI IN CUOIO,OBLIO S.R.L.S.,POINT (11.124156 46.068739)
972,CENTRO STORICO PIEDICASTELLO,MOBILI,CONTRACT S.R.L.,POINT (11.123924 46.076964)
973,CENTRO STORICO PIEDICASTELLO,CALZATURE E ARTICOLI IN CUOIO,CATALINA S.P.A.,POINT (11.123414 46.069826)
974,CENTRO STORICO PIEDICASTELLO,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,EASY S.A.S. DI CUOZZO TERESA E C.,POINT (11.126789 46.067931)
975,CENTRO STORICO PIEDICASTELLO,ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE,EASY S.A.S. DI CUOZZO TERESA E C.,POINT (11.126789 46.067931)
976,CENTRO STORICO PIEDICASTELLO,,EASY S.A.S. DI CUOZZO TERESA E C.,POINT (11.126789 46.067931)
977,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,FILO DOPPIO S.R.L.,POINT (11.122421 46.069232)
978,CENTRO STORICO PIEDICASTELLO,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,FILO DOPPIO S.R.L.,POINT (11.122421 46.069232)
979,CENTRO STORICO PIEDICASTELLO,FIORI E PIANTE,DEMARCHI MARTA & C. S.N.C.,POINT (11.115139 46.072113)
980,CENTRO STORICO PIEDICASTELLO,ARTICOLI IGIENICO SANITARI,P.T. EFFE SRL,POINT (11.113284 46.071127)
981,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,F.LLI CAMPAGNOLO S.P.A.,POINT (11.122049 46.069738)
982,CENTRO STORICO PIEDICASTELLO,CARTOLERIA-CANCELLERIA E FORN. PER UFF.,LUCHETTA DIEGO,POINT (11.123835 46.067857)
983,CENTRO STORICO PIEDICASTELLO,ART.CASALINGHI-CRISTALLERIE-VASELLAME,FRANZINELLI VIGILIO S.R.L.,POINT (11.124957 46.067221)
984,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,DAN JOHN ITALIA S.R.L.,POINT (11.124202 46.070085)
985,CENTRO STORICO PIEDICASTELLO,ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE,GIUS ROBERTO,POINT (11.11701 46.068142)
986,CENTRO STORICO PIEDICASTELLO,ART.REGALO-ARTIGIANATO LOCALE,CASET MARIA RITA,POINT (11.120687 46.073557)
987,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,CALARESU ROBERTA,POINT (11.123817 46.06886)
988,CENTRO STORICO PIEDICASTELLO,LIBRI NUOVI,ROSI MARCO,POINT (11.126511 46.073011)
989,CENTRO STORICO PIEDICASTELLO,,ELEVEN S.R.L.,POINT (11.117747 46.066666)
990,CENTRO STORICO PIEDICASTELLO,,TEN S.R.L.,POINT (11.117747 46.066666)
991,CENTRO STORICO PIEDICASTELLO,COMMERCIO AL DETTAGLIO DEI MINIMERCATI,SHIBLU KAMRUL HASAN,POINT (11.118547 46.068826)
992,CENTRO STORICO PIEDICASTELLO,ERBORISTERIE,B-GREEN S.R.L.S.,POINT (11.124381 46.069634)
993,CENTRO STORICO PIEDICASTELLO,ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE,GOURMET 3000 SRL,POINT (11.122506 46.066297)
994,CENTRO STORICO PIEDICASTELLO,COMMERCIO AL DETTAGLIO DEI MINIMERCATI,EURASIA MINIMARKET S.N.C. DI BASHAR ABUL E C.,POINT (11.118788 46.069758)
995,CENTRO STORICO PIEDICASTELLO,ALTRI PRODOTTI NON CLASS.(MINERALI DA CO,FOTO PELLEGRINI DI PELLEGRINI INGRID E C. SNC,POINT (11.122372 46.066748)
996,CENTRO STORICO PIEDICASTELLO,PANE E LATTE,GIULIANO SOSI SRL,POINT (11.117863 46.067462)
997,CENTRO STORICO PIEDICASTELLO,ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE,ANTOLINI FRANCO,POINT (11.122288 46.06663)
998,CENTRO STORICO PIEDICASTELLO,ARTICOLI MEDICALI E ORTOPEDICI,DONDI SALOTTI S.R.L.,POINT (11.115725 46.090351)
999,CENTRO STORICO PIEDICASTELLO,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,UDDIN MRIDHA ASHRAF,POINT (11.119092 46.069115)
1000,CENTRO STORICO PIEDICASTELLO,COMMERCIO AL DETTAGLIO DEI MINIMERCATI,UDDIN MRIDHA ASHRAF,POINT (11.119092 46.069115)
1001,CENTRO STORICO PIEDICASTELLO,MOBILI,PESCE ALESSANDRO,POINT (11.125135 46.072283)
1002,CENTRO STORICO PIEDICASTELLO,COMMERCIO AL DETTAGLIO DEI MINIMERCATI,KHALIL TAHIR,POINT (11.117988 46.069649)
1003,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,PACO 2 S.A.S. DI PATRICK VALENTINO MERONI,POINT (11.122274 46.067144)
1004,CENTRO STORICO PIEDICASTELLO,MOBILI,MC RETAIL S.R.L.,POINT (11.105959 46.092688)
1005,CENTRO STORICO PIEDICASTELLO,ELETTRONICA- DISCHI E NASTRI VIDEO,FOXEL S.R.L.,POINT (11.105514 46.093746)
1006,CENTRO STORICO PIEDICASTELLO,,LOTS SAS DI ZUCCHELI MAURO & C.,POINT (11.117658 46.093167)
1007,CENTRO STORICO PIEDICASTELLO,,GLOBAL CONTRACTOR S.R.L.,POINT (11.109967 46.094329)
1008,CENTRO STORICO PIEDICASTELLO,MOBILI,ANTICHITA' E COLLEZIONISMO SAS DI MARCON PAOLO & C.,POINT (11.123817 46.070729)
1009,CENTRO STORICO PIEDICASTELLO,MACCHINE-ATTREZZ.E PROD.AGRIC.E GIARD.,CIBA DI FRANCESCHINI LAURA & C. S.N.C.,POINT (11.106502 46.092539)
1010,CENTRO STORICO PIEDICASTELLO,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,CONSORZIO TRENTINO RICAMBI,POINT (11.113046 46.091427)
1011,CENTRO STORICO PIEDICASTELLO,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,CONSORZIO TRENTINO RICAMBI,POINT (11.113046 46.091427)
1012,CENTRO STORICO PIEDICASTELLO,"PESCI, CROSTACEI, MOLLUSCHI",SUPERMERCATI POLI S.P.A.,POINT (11.118563 46.088498)
1013,CENTRO STORICO PIEDICASTELLO,SUPERMERCATI(OLTRE 400 MQ.-SELF SERVICE),SUPERMERCATI POLI S.P.A.,POINT (11.118563 46.088498)
1014,CENTRO STORICO PIEDICASTELLO,MOBILI,PUNTO NOTTE MEDICA S.R.L.,POINT (11.121306 46.086735)
1015,CENTRO STORICO PIEDICASTELLO,,,POINT (11.1203 46.072443)
1016,CENTRO STORICO PIEDICASTELLO,,,POINT (11.1203 46.072443)
1017,ARGENTARIO,,CONSULENZE E INTERMEDIAZIONI S.A.S. DI RACHITANU STELA,POINT (11.139108 46.070583)
1018,ARGENTARIO,MATERIALE DA COSTRUZIONE,CERAMICARTE S.R.L.,POINT (11.136656 46.070243)
1019,ARGENTARIO,COMMERCIO AL DETTAGLIO DEI MINIMERCATI,FAMIGLIA COOPERATIVA DI POVO SOCIETA' COOPERATIVA,POINT (11.139636 46.070712)
1020,ARGENTARIO,nan,PUCHER S.R.L.,POINT (11.135864 46.068912)
1021,ARGENTARIO,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,PUCHER S.R.L.,POINT (11.135864 46.068912)
1022,ARGENTARIO,ROSTICCERIA,SPAGNA ENRICO,POINT (11.150656 46.073715)
1023,ARGENTARIO,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,LORENZATO LUCIANA,POINT (11.13645 46.070818)
1024,ARGENTARIO,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,LORENZATO RENATO,POINT (11.13645 46.070818)
1025,ARGENTARIO,,NETLINE S.A.S. DI CIRESA ALBERTO & C.,POINT (11.13814 46.071933)
1026,ARGENTARIO,VARIE,CARPENE' KRIZIA,POINT (11.14031 46.071465)
1027,ARGENTARIO,ARTICOLI PER FARMACIA,FARMACIE COMUNALI SPA,POINT (11.140253 46.071659)
1028,ARGENTARIO,ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE,ZANETTI LORIS,POINT (11.140246 46.071111)
1029,ARGENTARIO,ART.PER RIVENDITE DI GENERI DI MONOPOLIO,ZANETTI LORIS,POINT (11.140246 46.071111)
1030,ARGENTARIO,GIORNALI-RIVISTE E PERIODICI,ZANETTI LORIS,POINT (11.140246 46.071111)
1031,ARGENTARIO,,GLAS SMART VETRO SAS DI VEZZOLA CLAUDIO & C.,POINT (11.137411 46.070609)
1032,ARGENTARIO,ART.PER IMPIANTI DISTRIBUZ.CARBURANTI,DIDO S.N.C. DI BAHTIC EDIN & BAHTIC MINA,POINT (11.136201 46.069069)
1033,ARGENTARIO,PANE E LATTE,FONTANARI LUCA,POINT (11.136221 46.069149)
1034,ARGENTARIO,OROLOGI-ART.GIOIELLERIA-ARGENTERIA,ROYAL BLUE GIOIELLI SAS DI VOLPI CARLO & C.,POINT (11.136342 46.068292)
1035,ARGENTARIO,ART.REGALO-ARTIGIANATO LOCALE,DIDO SNC DI BAHTIC EDIN & BAHTIC MINA,POINT (11.136605 46.069061)
1036,ARGENTARIO,ART.PER IMPIANTI DISTRIBUZ.CARBURANTI,DIDO SNC DI BAHTIC EDIN & BAHTIC MINA,POINT (11.136605 46.069061)
1037,ARGENTARIO,CALZATURE E ARTICOLI IN CUOIO,FRONZA NICOLA E PAOLO SNC,POINT (11.130972 46.089149)
1038,ARGENTARIO,,VASCA BIANCA S.R.L.,POINT (11.15654 46.081142)
1039,ARGENTARIO,,RINNOVA ENERGIA S.R.L.,POINT (11.15654 46.081142)
1040,ARGENTARIO,ART.REGALO-ARTIGIANATO LOCALE,FRIZ MARCO,POINT (11.13086 46.08942)
1041,ARGENTARIO,ART.PER RIVENDITE DI GENERI DI MONOPOLIO,FRIZ MARCO,POINT (11.13086 46.08942)
1042,ARGENTARIO,GIORNALI-RIVISTE E PERIODICI,FRIZ MARCO,POINT (11.13086 46.08942)
1043,ARGENTARIO,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,VEHERA OLEKSANDR,POINT (11.132333 46.076696)
1044,ARGENTARIO,,ANDERMARCHER S.R.L.S.,POINT (11.126815 46.089905)
1045,ARGENTARIO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,DALLAGIACOMA ELISA,POINT (11.130974 46.089563)
1046,ARGENTARIO,ARTICOLI PER FARMACIA,FARMACIE COMUNALI SPA,POINT (11.141999 46.0766)
1047,ARGENTARIO,ALTRI PRODOTTI NON CLASS.(MINERALI DA CO,ELLE GROUP ADVERTISING S.R.L.,POINT (11.132451 46.092995)
1048,ARGENTARIO,,PARIS PAOLO,POINT (11.14096 46.074522)
1049,ARGENTARIO,VARIE,DC COMMUNICATION S.R.L.,POINT (11.130589 46.09402)
1050,ARGENTARIO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,GUARINO ELIO,POINT (11.131265 46.089382)
1051,ARGENTARIO,,BATTISTATA WALTER,POINT (11.139187 46.074545)
1052,ARGENTARIO,GIORNALI-RIVISTE E PERIODICI,VIALE GABRIELLA,POINT (11.141979 46.076542)
1053,ARGENTARIO,ART.PER RIVENDITE DI GENERI DI MONOPOLIO,VIALE GABRIELLA,POINT (11.141979 46.076542)
1054,ARGENTARIO,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,ANEGG ALBERTO,POINT (11.130835 46.089377)
1055,ARGENTARIO,PANE E LATTE,PANIFICIO TRENTINO S.R.L.,POINT (11.142327 46.075861)
1056,ARGENTARIO,SUPERMERCATI(OLTRE 400 MQ.-SELF SERVICE),FAMIGLIA COOPERATIVA DI POVO SOCIETA' COOPERATIVA,POINT (11.142001 46.07678)
1057,ARGENTARIO,,LIBER INTERNATIONAL SRL,POINT (11.140899 46.080562)
1058,ARGENTARIO,COMMERCIO AL DETTAGLIO DEI MINIMERCATI,SCARTEZZINI ENZO,POINT (11.159941 46.086102)
1059,ARGENTARIO,MATERIALI TERMOIDRAULICI,LEVEGHI S.R.L.,POINT (11.130557 46.08896)
1060,ARGENTARIO,SUPERMERCATI(OLTRE 400 MQ.-SELF SERVICE),BMZ SNC DI BERTOLDI FLAVIO E C.,POINT (11.131604 46.089356)
1061,ARGENTARIO,ARTICOLI PER FARMACIA,FERRI FRANCESCA,POINT (11.131604 46.089356)
1062,ARGENTARIO,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,DONEGANI DANIELLA,POINT (11.131604 46.089356)
1063,ARGENTARIO,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,EFFETTO SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,POINT (11.13054 46.094822)
1064,ARGENTARIO,MATERIALE DA COSTRUZIONE,EDILPIFFER S.R.L.,POINT (11.132635 46.092614)
1065,ARGENTARIO,ART.REGALO-ARTIGIANATO LOCALE,BONAPACE CLAUDIO & C. S.N.C.,POINT (11.129969 46.086055)
1066,ARGENTARIO,,ZORZI ELENA,POINT (11.148361 46.075094)
1067,ARGENTARIO,ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE,A.A.E. S.N.C. DI BOLOGNANI SERENA E ATZENI SALVATORE & C.,POINT (11.132489 46.09269)
1068,OLTREFERSINA,VARIE,TSF S.R.L.,POINT (11.132953 46.058372)
1069,OLTREFERSINA,,EUMAC SRL,POINT (11.132737 46.038109)
1070,OLTREFERSINA,nan,SESTER S.R.L.,POINT (11.126594 46.046924)
1071,OLTREFERSINA,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,RUDENCO NICOLINA,POINT (11.129635 46.058505)
1072,OLTREFERSINA,VARIE,ANIMAL CARE TRENTO S.R.L.,POINT (11.126146 46.056268)
1073,OLTREFERSINA,ARTICOLI MEDICALI E ORTOPEDICI,CENTRO ORTOPEDICO TRENTINO SRL,POINT (11.131663 46.055851)
1074,OLTREFERSINA,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,LOSI SAMANTHA,POINT (11.13304 46.058579)
1075,OLTREFERSINA,CARTOLERIA-CANCELLERIA E FORN. PER UFF.,AVARELLO LUCA,POINT (11.12968 46.056176)
1076,OLTREFERSINA,SUPERMERCATI(OLTRE 400 MQ.-SELF SERVICE),SUPERMERCATI POLI S.P.A.,POINT (11.132598 46.058026)
1077,OLTREFERSINA,ALTRI PRODOTTI NON CLASS.(MINERALI DA CO,NAEEM GUL,POINT (11.130373 46.056611)
1078,OLTREFERSINA,COMBUSTIBILI PER USO DOMESTICO,AUTOTRASPORTI SIMONCELLI GIACOMO & FIGLI DI SIMONCELLI STEFA,POINT (11.130373 46.056611)
1079,OLTREFERSINA,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,VARIO SIMONE,POINT (11.128037 46.057117)
1080,OLTREFERSINA,VARIE,LAVFORLIFE SOCIETA' COOPERATIVA SOCIALE,POINT (11.128547 46.05909)
1081,OLTREFERSINA,,SK ENERGY SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,POINT (11.127951 46.058109)
1082,OLTREFERSINA,,BALTIC FUELS S.R.L.,POINT (11.127951 46.058109)
1083,OLTREFERSINA,ART.PER IMPIANTI DISTRIBUZ.CARBURANTI,STAZIONE ESSO VIALE VERONA S.N.C. DI DEMATTE' E PEDROTTI,POINT (11.128224 46.057598)
1084,OLTREFERSINA,,MORGAN S.A.S. DI DALMERI FIORENZO & C.,POINT (11.135567 46.060259)
1085,OLTREFERSINA,,BAR GELATERIA PASTICCERIA ALLE TORRI SNC,POINT (11.128716 46.056461)
1086,OLTREFERSINA,FIORI E PIANTE,MAHMOOD ADIL,POINT (11.13286 46.058159)
1087,OLTREFERSINA,ROSTICCERIA,ILYAS NARGIS,POINT (11.130569 46.058492)
1088,OLTREFERSINA,,S.D. PRANDATO S.N.C. DI PRANDATO MATTEO E RICCARDO,POINT (11.127159 46.057694)
1089,OLTREFERSINA,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,DI BERNARDO MANIFATTURE S.R.L.,POINT (11.131762 46.06034)
1090,OLTREFERSINA,CALZATURE E ARTICOLI IN CUOIO,SCARPE FIRMATE DI SALGOUGHI FARAMARZ & C. S.A.S.,POINT (11.127836 46.057588)
1091,OLTREFERSINA,ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A,AZIENDA SPECIALE PER LA GESTIONE DEGLI IMPIANTI,POINT (11.130548 46.056084)
1092,OLTREFERSINA,ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE,ADIGE WELDING S.R.L.,POINT (11.127842 46.056677)
1093,OLTREFERSINA,ARTICOLI MEDICALI E ORTOPEDICI,OTTO BOCK SOLUZIONI ORTOPEDICHE S.R.L.,POINT (11.129225 46.057105)
1094,OLTREFERSINA,,NEW TRANSPORT S.R.L.,POINT (11.132902 46.061787)
1095,OLTREFERSINA,OTTICA-FOTOGRAFIA-CINEMATOGRAFIA-STRUMEN,OTTICA ROMANI DI MOSER LAURETTA & C. S.N.C.,POINT (11.12954 46.05614)
1096,OLTREFERSINA,CARTOLERIA-CANCELLERIA E FORN. PER UFF.,LISIMBERTI MASSIMO,POINT (11.130681 46.05636)
1097,OLTREFERSINA,PANE E LATTE,PANIFICIO TRENTINO SRL,POINT (11.130701 46.056419)
1098,OLTREFERSINA,"ELETTRODOMESTICI, RADIO, TELEVISORI",BARONI FABIO,POINT (11.127303 46.058449)
1099,OLTREFERSINA,ERBORISTERIE,PIOMBO ANDREA,POINT (11.128487 46.056952)
1100,OLTREFERSINA,VARIE,ALIBABA' SHOP SNC DI ISLAM RAFIQUL E C.,POINT (11.127856 46.057546)
1101,OLTREFERSINA,"BEVANDE (VINI, OLI, BIRRA ED ALTRE)",BEVICOSMO S.N.C. DI ROSENBERGER HELMUT E COSTA ANDREA,POINT (11.128404 46.057385)
1102,OLTREFERSINA,CALZATURE E ARTICOLI IN CUOIO,VIOLA MAURIZIO,POINT (11.129149 46.056068)
1103,OLTREFERSINA,"PESCI, CROSTACEI, MOLLUSCHI",PLESCA VALERIU,POINT (11.127663 46.058582)
1104,OLTREFERSINA,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,DORIGATTI AUTO S.N.C. DI DORIGATTI GIUSEPPE & C.,POINT (11.132275 46.058094)
