WKT;tipo;settore;descr;strada;desvia;civico_alf;merceologia;sup_vend;nome;codice;fumetto
"POINT (665628.212886795 5104782.33233911)";GIORNALI-RIVISTE E PERIODICI;;;"6005";PIAZZA DELL'ARGENTARIO;"11";GIORNALI-RIVISTE E PERIODICI;73;VIALE GABRIELLA;"24708";"GIORNALI-RIVISTE E PERIODICI - PIAZZA DELL'ARGENTARIO, 11"
"POINT (665628.212886795 5104782.33233911)";ART.PER RIVENDITE DI GENERI DI MONOPOLIO;NON ALIMENTARE;GIORNALI E RIVISTE;"6005";PIAZZA DELL'ARGENTARIO;"11";ART.PER RIVENDITE DI GENERI DI MONOPOLIO;73;VIALE GABRIELLA;"24707";"ART.PER RIVENDITE DI GENERI DI MONOPOLIO - PIAZZA DELL'ARGENTARIO, 11"
"POINT (663150.91656513 5107643.48343994)";;NON ALIMENTARE;;"5070";VIA BOLZANO;"32";;0;FEDILB SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;"24045";
"POINT (663530.73389266 5106213.28627359)";COMMERCIO AL DETTAGLIO DEI MINIMERCATI;ALIMENTARE E NON ALIMENTARE;ALIMENTI E BEVANDE;"3700";PASSAGGIO B. DISERTORI;"20";COMMERCIO AL DETTAGLIO DEI MINIMERCATI;45;SPAZIO LATINO S.A.S. DI ROSARIO CONTRERAS INDHIRA ALTAGRACIA;"24736";"COMMERCIO AL DETTAGLIO DEI MINIMERCATI - PASSAGGIO B. DISERTORI, 20"
"POINT (665022.520989682 5104415.2037251)";LIBRI NUOVI;ALIMENTARE E NON ALIMENTARE;PRODOTTI ALIMENTARI COMMERCIO EQUO;"1470";VIA DELLE LASTE;"22";LIBRI NUOVI;50;SAMUELE SOCIETA' COOPERATIVA SOCIALE;"25710";"LIBRI NUOVI - VIA DELLE LASTE, 22"
"POINT (664345.69836735 5104503.6280142)";;NON ALIMENTARE;;"3050";LARGO N. SAURO;"67";;0;PUZZI IMMACOLATA;"24291";
"POINT (664345.69836735 5104503.6280142)";OROLOGI-ART.GIOIELLERIA-ARGENTERIA;NON ALIMENTARE;ORO E OGGETTI PREZIOSI USATI;"3050";LARGO N. SAURO;"67";OROLOGI-ART.GIOIELLERIA-ARGENTERIA;27;PUZZI IMMACOLATA;"24290";"OROLOGI-ART.GIOIELLERIA-ARGENTERIA - LARGO N. SAURO, 67"
"POINT (663518.838607301 5110395.40215479)";COSMETICI-ART.PROFUMERIA-BIGIOTTERIA;NON ALIMENTARE;;"8534";VIA DELLE SUGARINE;"7";COSMETICI-ART.PROFUMERIA-BIGIOTTERIA;47.5;ENDRIZZI ELENA;"12728";"COSMETICI-ART.PROFUMERIA-BIGIOTTERIA - VIA DELLE SUGARINE, 7"
"POINT (663785.228360548 5105859.86870959)";PRODOTTI TESSILI;ALIMENTARE E NON ALIMENTARE;"ARTICOLI DI CUOIO, DA REGALO, CERAMICA, BIGIOTTERIA";"400";VIA DEL BRENNERO;260/M;PRODOTTI TESSILI;100;EL MIR S.A.S. DI EL MIR ABDERRAHMAN;"38280";"PRODOTTI TESSILI - VIA DEL BRENNERO, 260/M"
"POINT (663785.228360548 5105859.86870959)";FRUTTA E VERDURA;ALIMENTARE E NON ALIMENTARE;;"400";VIA DEL BRENNERO;260/M;FRUTTA E VERDURA;100;EL MIR S.A.S. DI EL MIR ABDERRAHMAN;"38280";"FRUTTA E VERDURA - VIA DEL BRENNERO, 260/M"
"POINT (663419.838551239 5106453.47767942)";;NON ALIMENTARE;;"3804";VIA EZIO FRANCESCHINI;"11";;0;PETROLI PVB S.R.L.;"40090";
"POINT (662962.492446441 5108003.36608429)";GIORNALI-RIVISTE E PERIODICI;;;"5340";VIA SOPRASASSO;32/7;GIORNALI-RIVISTE E PERIODICI;70;PICHLER OLGA;"46977";"GIORNALI-RIVISTE E PERIODICI - VIA SOPRASASSO, 32/7"
"POINT (662962.492446441 5108003.36608429)";"BEVANDE (VINI, OLI, BIRRA ED ALTRE)";ALIMENTARE E NON ALIMENTARE;BEVANDE;"5340";VIA SOPRASASSO;32/7;"BEVANDE (VINI, OLI, BIRRA ED ALTRE)";70;PICHLER OLGA;"46978";"BEVANDE (VINI, OLI, BIRRA ED ALTRE) - VIA SOPRASASSO, 32/7"
"POINT (663239.028929204 5107286.30938827)";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;NON ALIMENTARE;AUTOVEICOLI NUOVI E USATI;"5070";VIA BOLZANO;12/F;AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;187;CAR S.R.L.;"34867";"AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI - VIA BOLZANO, 12/F"
"POINT (661495.258736468 5108832.111742)";VARIE;NON ALIMENTARE;VENDITA ALL'INGROSSO DI GPL IN BOMBOLE;"5460";VIA INNSBRUCK;"2";VARIE;0;REBOGAS SRL;"41619";"VARIE - VIA INNSBRUCK, 2"
"POINT (661495.258736468 5108832.111742)";;ALIMENTARE E NON ALIMENTARE;;"5460";VIA INNSBRUCK;"2";;0;SAIT SOC. COOP.;"25404";
"POINT (662862.6573461 5108350.36696)";VARIE;NON ALIMENTARE;PRODOTTI PETROLIFERI;"5560";VIA DEL PIOPPETO;"51";VARIE;0;TRENTINOIL DI TONIOLATTI DANIELA & C. S.N.C.;"47753";"VARIE - VIA DEL PIOPPETO, 51"
"POINT (662862.6573461 5108350.36696)";VARIE;NON ALIMENTARE;PRODOTTI PETROLIFERI;"5560";VIA DEL PIOPPETO;"51";VARIE;22;TRENTINOIL DI TONIOLATTI DANIELA & C. S.N.C.;"47747";"VARIE - VIA DEL PIOPPETO, 51"
"POINT (661713.965188041 5108166.98616305)";;NON ALIMENTARE;;"5460";VIA INNSBRUCK;"43";;0;22 RENT S.R.L.;"40990";
"POINT (663105.433020878 5107371.00009971)";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;NON ALIMENTARE;AUTOVETTURE USATE;"5070";VIA BOLZANO;19/W;AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;25;BOLLER MAURO;"45864";"AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI - VIA BOLZANO, 19/W"
"POINT (663105.433020878 5107371.00009971)";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;NON ALIMENTARE;;"5070";VIA BOLZANO;19/W;AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;43;ECCHER AUTO S.R.L.;"29685";"AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI - VIA BOLZANO, 19/W"
"POINT (663403.406851125 5105650.01524303)";FERRAMENTA;NON ALIMENTARE;"+ VERNICI, VETRO PIANO, MATERIALE ELETTRICO E TERMOIDRAULICO";"1570";VIA E. MACCANI;"94";FERRAMENTA;88;ATR-NORDEST S.R.L.;"46474";"FERRAMENTA - VIA E. MACCANI, 94"
"POINT (663403.406851125 5105650.01524303)";FERRAMENTA;NON ALIMENTARE;"+ VERNICI, VETRO PIANO, MATERIALE ELETTRICO E TERMOIDRAULICO";"1570";VIA E. MACCANI;"94";FERRAMENTA;0;ATR-NORDEST S.R.L.;"46475";"FERRAMENTA - VIA E. MACCANI, 94"
"POINT (663403.406851125 5105650.01524303)";;NON ALIMENTARE;;"1570";VIA E. MACCANI;"94";;0;SELF PAY SELF S.R.L.;"24532";
"POINT (662871.368527967 5106247.69942747)";ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A;ALIMENTARE E NON ALIMENTARE;INTEGRATORI ALIMETARI-COSMETICI;"840";VIA DEL COMMERCIO;"11";ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A;97;SPORT E SALUTE S.R.L.;"13189";"ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A - VIA DEL COMMERCIO, 11"
"POINT (664728.272371496 5106185.32205478)";COSMETICI-ART.PROFUMERIA-BIGIOTTERIA;NON ALIMENTARE;;"6370";VIA DON LEONE SERAFINI;"13";COSMETICI-ART.PROFUMERIA-BIGIOTTERIA;36.5;ANEGG ALBERTO;"23614";"COSMETICI-ART.PROFUMERIA-BIGIOTTERIA - VIA DON LEONE SERAFINI, 13"
"POINT (663866.556898896 5104817.29738897)";;ALIMENTARE;;"570";PIAZZA GEN. A. CANTORE;"6";;0;AGRITRENTO S.A.S. DI ROBERTO CRISTOFORETTI & C.;"45165";
"POINT (662872.1941604 5110230.108131)";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;NON ALIMENTARE;;"5102";VIA ALTO ADIGE;"104";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;80;TRENTO OFF ROAD S.A.S. DI VALTER FILIPPI & C.;"28237";"AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI - VIA ALTO ADIGE, 104"
"POINT (663836.605094968 5105795.8736761)";COMMERCIO AL DETTAGLIO DEI MINIMERCATI;ALIMENTARE E NON ALIMENTARE;MINIMARKET;"400";VIA DEL BRENNERO;256/G;COMMERCIO AL DETTAGLIO DEI MINIMERCATI;72;JULFIKAR KAUSER;"46938";"COMMERCIO AL DETTAGLIO DEI MINIMERCATI - VIA DEL BRENNERO, 256/G"
"POINT (662737.411149815 5106067.85274795)";;NON ALIMENTARE;;"3590";VIA DI CAMPOTRENTINO;"104";;0;AMONN PROFI COLOR S.R.L.;"38422";
"POINT (662737.411149815 5106067.85274795)";PITTURE E VERNICI;NON ALIMENTARE;;"3590";VIA DI CAMPOTRENTINO;"104";PITTURE E VERNICI;88;AMONN PROFI COLOR S.R.L.;"38379";"PITTURE E VERNICI - VIA DI CAMPOTRENTINO, 104"
"POINT (663544.109531499 5106452.90927064)";;NON ALIMENTARE;;"3535";VIA V. ZAMBRA;"6";;0;RENTA A STAR SRL;"25596";
"POINT (662854.228696878 5106300.29184963)";;NON ALIMENTARE;;"840";VIA DEL COMMERCIO;5/E;;271;UNILINE S.R.L.;"24498";
"POINT (662854.228696878 5106300.29184963)";ALTRI PRODOTTI NON CLASS.(MINERALI DA CO;NON ALIMENTARE;ARTICOLI PER IGIENE DENTALE E ODONTOIATRIA;"840";VIA DEL COMMERCIO;5/E;ALTRI PRODOTTI NON CLASS.(MINERALI DA CO;23;UNILINE S.R.L.;"24024";"ALTRI PRODOTTI NON CLASS.(MINERALI DA CO - VIA DEL COMMERCIO, 5/E"
"POINT (662751.790374663 5106403.32575955)";ALTRI PRODOTTI NON CLASS.(MINERALI DA CO;ALIMENTARE E NON ALIMENTARE;PRODOTTI ALIMENTARI E NON ALIMENTARI;"840";VIA DEL COMMERCIO;"63";ALTRI PRODOTTI NON CLASS.(MINERALI DA CO;0;TASIN CARLO S.R.L.;"15544";"ALTRI PRODOTTI NON CLASS.(MINERALI DA CO - VIA DEL COMMERCIO, 63"
"POINT (662963.769065113 5108027.84731824)";COMMERCIO AL DETTAGLIO DEI MINIMERCATI;ALIMENTARE;CARNE E PRODOTTI DERIVATI;"5340";VIA SOPRASASSO;32/5;COMMERCIO AL DETTAGLIO DEI MINIMERCATI;50;FAROOQ SHAHID;"40622";"COMMERCIO AL DETTAGLIO DEI MINIMERCATI - VIA SOPRASASSO, 32/5"
"POINT (663601.249684343 5105264.24305556)";;NON ALIMENTARE;;"1570";VIA E. MACCANI;"103";;0;SIMONE90 S.A.S. DI DORIGATTI REMO E C.;"24313";
"POINT (663601.249684343 5105264.24305556)";ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A;NON ALIMENTARE;;"1570";VIA E. MACCANI;"103";ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A;38;SIMONE90 S.A.S. DI DORIGATTI REMO E C.;"24072";"ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A - VIA E. MACCANI, 103"
"POINT (663951.077439607 5105477.69243774)";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;NON ALIMENTARE;;"400";VIA DEL BRENNERO;"204";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;11;MARCHI CARLO;"5969";"AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI - VIA DEL BRENNERO, 204"
"POINT (663817.334768093 5105848.43812402)";CARTOLERIA-CANCELLERIA E FORN. PER UFF.;NON ALIMENTARE;ATTREZZATURE PER UFFICIO;"3355";PIAZZA DEL TRIDENTE;"6";CARTOLERIA-CANCELLERIA E FORN. PER UFF.;102;CENTROCOPIE TRIDENTE DI PINAMONTI CLAUDIO E C. S.A.S.;"25716";"CARTOLERIA-CANCELLERIA E FORN. PER UFF. - PIAZZA DEL TRIDENTE, 6"
"POINT (662818.59678097 5107378.89483123)";;NON ALIMENTARE;;"5090";VIA DELLA CANOVA;"62";;0;RAMPERTI LINA;"43951";
"POINT (663628.5166757 5105124.91306782)";COSMETICI-ART.PROFUMERIA-BIGIOTTERIA;NON ALIMENTARE;;"2220";VIA G. PANCHERI;"4";COSMETICI-ART.PROFUMERIA-BIGIOTTERIA;24;PREDELLI EMILY;"24221";"COSMETICI-ART.PROFUMERIA-BIGIOTTERIA - VIA G. PANCHERI, 4"
"POINT (663189.533875086 5107342.55899534)";;NON ALIMENTARE;;"5070";VIA BOLZANO;"19";;0;RAM TRONIX S.R.L.;"24516";
"POINT (662243.286722 5108063.594067)";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;NON ALIMENTARE;CON OFFICINA RIPARAZIONE;"5730";VIA MARTINO AICHNER;"1";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;645;AUTOFFICINA ABM S.R.L.;"41404";"AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI - VIA MARTINO AICHNER, 1"
"POINT (663691.648047475 5106489.42727704)";ARTICOLI PER FARMACIA;;;"1555";VIA R. LUNELLI;"40";ARTICOLI PER FARMACIA;130;FARMACIA AI SOLTERI DI ANDREA GADOTTI & C. SNC;"22951";"ARTICOLI PER FARMACIA - VIA R. LUNELLI, 40"
"POINT (663080.953364758 5105936.79494323)";;NON ALIMENTARE;;"3610";VIA MAESTRI DEL LAVORO;"9";;0;GIPIELLE DUE S.R.L.;"25110";
"POINT (663316.06983152 5107379.19091147)";;ALIMENTARE;;"5290";VIA 4 NOVEMBRE;93/B;;0;THE BLIND TASTE S.R.L.;"46891";
"POINT (663316.06983152 5107379.19091147)";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;NON ALIMENTARE;VENDITA DI AUTOVEICOLI;"5290";VIA 4 NOVEMBRE;93/B;AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;50;MATTAREI PAOLO;"44925";"AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI - VIA 4 NOVEMBRE, 93/B"
"POINT (662782.3958898 5110479.228669)";;ALIMENTARE E NON ALIMENTARE;;"5630";VIA DELL'ORA DEL GARDA;"63";;0;BONTURI FRANCO;"43396";
"POINT (661588.477884117 5108758.96752132)";VARIE;NON ALIMENTARE;ATTREZZATURE TECNICHE ALBERGHIERE E PER LA RISTORAZIONE;"5490";VIA SAN SEBASTIAN;"1";VARIE;0;CADDIE HOTEL INVESTMENTS S.R.L.;"44701";"VARIE - VIA SAN SEBASTIAN, 1"
"POINT (661588.477884117 5108758.96752132)";;NON ALIMENTARE;;"5490";VIA SAN SEBASTIAN;"1";;0;ME.SYSTEMS S.R.L.;"43823";
"POINT (661588.477884117 5108758.96752132)";VARIE;NON ALIMENTARE;ATTREZZATURA PER NEGOZI;"5490";VIA SAN SEBASTIAN;"1";VARIE;0;BERTOLDI ALDO S.R.L.;"43266";"VARIE - VIA SAN SEBASTIAN, 1"
"POINT (661588.477884117 5108758.96752132)";MOBILI;NON ALIMENTARE;ARREDI PER SUPERFICI COMMERCIALI;"5490";VIA SAN SEBASTIAN;"1";MOBILI;0;FILOMARKET S.R.L.;"42983";"MOBILI - VIA SAN SEBASTIAN, 1"
"POINT (663246.078529006 5107980.22570087)";VARIE;NON ALIMENTARE;"ART. EDILIZIA, AGRICOLTURA, GIARDINAGGIO, FERRAMENTA, ECC.";"5290";VIA 4 NOVEMBRE;"34";VARIE;196;PUECHER CLAUDIO;"36380";"VARIE - VIA 4 NOVEMBRE, 34"
"POINT (662096.070626783 5109516.91818319)";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;NON ALIMENTARE;COMMERCIO DI AUTOVEICOLI NUOVI E USATI;"5540";VIA DEI MASADORI;"34";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;30;FICARRA ADRIANO;"43746";"AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI - VIA DEI MASADORI, 34"
"POINT (662096.070626783 5109516.91818319)";;NON ALIMENTARE;;"5540";VIA DEI MASADORI;"34";;0;GEHA-IMPEX SNC DI GEISER GEBHARD & CO.;"30064";
"POINT (663579.313089827 5106210.69113152)";ALTRI ES.NON SPEC.GRANDE VARIETA' NO AL.;NON ALIMENTARE;;"400";VIA DEL BRENNERO;"135";ALTRI ES.NON SPEC.GRANDE VARIETA' NO AL.;386;DAVOS S.R.L.;"40704";"ALTRI ES.NON SPEC.GRANDE VARIETA' NO AL. - VIA DEL BRENNERO, 135"
"POINT (663478.095248196 5106450.92632622)";MOBILI;NON ALIMENTARE;;"400";VIA DEL BRENNERO;"159";MOBILI;399;DI GIUSEPPE SRL;"46968";"MOBILI - VIA DEL BRENNERO, 159"
"POINT (663478.095248196 5106450.92632622)";COSMETICI-ART.PROFUMERIA-BIGIOTTERIA;NON ALIMENTARE;PRODOTTI PER L'IGIENE DELLA CASA;"400";VIA DEL BRENNERO;"159";COSMETICI-ART.PROFUMERIA-BIGIOTTERIA;403;GOTTARDO S.P.A.;"36828";"COSMETICI-ART.PROFUMERIA-BIGIOTTERIA - VIA DEL BRENNERO, 159"
"POINT (663478.095248196 5106450.92632622)";ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE;NON ALIMENTARE;CARAMELLE E SNACK (VENDITA 1%);"400";VIA DEL BRENNERO;"159";ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE;403;GOTTARDO S.P.A.;"36828";"ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE - VIA DEL BRENNERO, 159"
"POINT (663709.362196092 5106515.45719932)";;NON ALIMENTARE;;"1555";VIA R. LUNELLI;"32";;0;TRINUS SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;"46017";
"POINT (664061.596105175 5105432.17790862)";;NON ALIMENTARE;;"3150";VIA DEI SOLTERI;"76";;0;SKYR S.R.L.;"36631";
"POINT (664061.596105175 5105432.17790862)";;NON ALIMENTARE;;"3150";VIA DEI SOLTERI;"76";;0;NOVAPLAST SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;"29512";
"POINT (663652.712324068 5111567.95148256)";ART.PER RIVENDITE DI GENERI DI MONOPOLIO;;;"8422";SPONDA TRENTINA;"3";ART.PER RIVENDITE DI GENERI DI MONOPOLIO;43;FILIPPI ALBERTO;"12318";"ART.PER RIVENDITE DI GENERI DI MONOPOLIO - SPONDA TRENTINA, 3"
"POINT (665657.165705594 5104707.39339277)";PANE E LATTE;ALIMENTARE;"PRODOTTI DA FORNO, DOLCI, ECC.";"6001";VIA DON ALFONSO ANSELMI;"9";PANE E LATTE;33;PANIFICIO TRENTINO S.R.L.;"30749";"PANE E LATTE - VIA DON ALFONSO ANSELMI, 9"
"POINT (663637.429540159 5105286.30452233)";MOBILI;NON ALIMENTARE;PER LA CASA;"1570";VIA E. MACCANI;"36";MOBILI;69;VOGLIA DI DORMIRE S.R.L.;"25535";"MOBILI - VIA E. MACCANI, 36"
"POINT (663637.429540159 5105286.30452233)";PASTICCERIA-DOLCIUMI-CONFETTERIA-GELAT.;ALIMENTARE;BIBITE;"1570";VIA E. MACCANI;"36";PASTICCERIA-DOLCIUMI-CONFETTERIA-GELAT.;60;MASON GIANCARLO;"24764";"PASTICCERIA-DOLCIUMI-CONFETTERIA-GELAT. - VIA E. MACCANI, 36"
"POINT (663637.429540159 5105286.30452233)";VARIE;NON ALIMENTARE;"ALIMENTARI: DOLCIUMI, INTEGRATORI, BEVANDE";"1570";VIA E. MACCANI;"36";VARIE;290;D.M.O. - DETTAGLIO MODERNO ORGANIZZATO S.P.A.;"23717";"VARIE - VIA E. MACCANI, 36"
"POINT (663637.429540159 5105286.30452233)";ALTRI PRODOTTI NON CLASS.(MINERALI DA CO;NON ALIMENTARE;PRODOTTI PER LA PULIZIA DELLA CASA E DELLA PERSONA;"1570";VIA E. MACCANI;"36";ALTRI PRODOTTI NON CLASS.(MINERALI DA CO;290;D.M.O. - DETTAGLIO MODERNO ORGANIZZATO S.P.A.;"23717";"ALTRI PRODOTTI NON CLASS.(MINERALI DA CO - VIA E. MACCANI, 36"
"POINT (663637.429540159 5105286.30452233)";CARTOLERIA-CANCELLERIA E FORN. PER UFF.;ALIMENTARE E NON ALIMENTARE;;"1570";VIA E. MACCANI;"36";CARTOLERIA-CANCELLERIA E FORN. PER UFF.;89;MIZAR S.R.L.;"13804";"CARTOLERIA-CANCELLERIA E FORN. PER UFF. - VIA E. MACCANI, 36"
"POINT (663637.429540159 5105286.30452233)";ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE;ALIMENTARE E NON ALIMENTARE;PRODOTTI ALIMENTARI CONFEZIONATI;"1570";VIA E. MACCANI;"36";ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE;89;MIZAR S.R.L.;"13804";"ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE - VIA E. MACCANI, 36"
"POINT (663637.429540159 5105286.30452233)";GIORNALI-RIVISTE E PERIODICI;NON ALIMENTARE;;"1570";VIA E. MACCANI;"36";GIORNALI-RIVISTE E PERIODICI;89;BARATELLA IVAN;"8856";"GIORNALI-RIVISTE E PERIODICI - VIA E. MACCANI, 36"
"POINT (661658.252684155 5108617.76365438)";;NON ALIMENTARE;;"5490";VIA SAN SEBASTIAN;"4";;0;KMOBILITY S.R.L.;"47793";
"POINT (661658.252684155 5108617.76365438)";;NON ALIMENTARE;;"5490";VIA SAN SEBASTIAN;"4";;0;INTERSERVICE S.P.A.;"25620";
"POINT (662728.907173524 5106391.37812855)";MATERIALE DA COSTRUZIONE;NON ALIMENTARE;;"840";VIA DEL COMMERCIO;"30";MATERIALE DA COSTRUZIONE;0;EOS S.R.L.;"46532";"MATERIALE DA COSTRUZIONE - VIA DEL COMMERCIO, 30"
"POINT (662728.907173524 5106391.37812855)";;NON ALIMENTARE;;"840";VIA DEL COMMERCIO;"30";;0;KUH SERVICE S.R.L.;"39950";
"POINT (663534.722435663 5105419.26745147)";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;NON ALIMENTARE;;"1570";VIA E. MACCANI;"52";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;290;OMNIA RETAIL S.R.L.;"41195";"ART. DI ABBIGLIAMENTO-BIANCHERIA PERS. - VIA E. MACCANI, 52"
"POINT (664867.239816177 5110935.92830882)";COMMERCIO AL DETTAGLIO DEI MINIMERCATI;ALIMENTARE E NON ALIMENTARE;;"8546";PIAZZA A. STAINER;"2";COMMERCIO AL DETTAGLIO DEI MINIMERCATI;172;FAMIGLIA COOPERATIVA VALLE DELL'ADIGE SCARL;"24671";"COMMERCIO AL DETTAGLIO DEI MINIMERCATI - PIAZZA A. STAINER, 2"
"POINT (665629.168667048 5104808.85819276)";SUPERMERCATI(OLTRE 400 MQ.-SELF SERVICE);ALIMENTARE E NON ALIMENTARE;;"6005";PIAZZA DELL'ARGENTARIO;"7";SUPERMERCATI(OLTRE 400 MQ.-SELF SERVICE);429;FAMIGLIA COOPERATIVA DI POVO SOCIETA' COOPERATIVA;"23691";"SUPERMERCATI(OLTRE 400 MQ.-SELF SERVICE) - PIAZZA DELL'ARGENTARIO, 7"
"POINT (661569.943616691 5107850.61348179)";;NON ALIMENTARE;;"5460";VIA INNSBRUCK;"26";;0;TECNICA SRL;"25363";
"POINT (661569.943616691 5107850.61348179)";;NON ALIMENTARE;;"5460";VIA INNSBRUCK;"26";;0;AQUAFORME S.R.L.;"24734";
"POINT (662607.311768467 5108100.66863879)";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;NON ALIMENTARE;;"5010";VIA AEROPORTO;"107";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;88;IGMA SRLS;"47670";"AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI - VIA AEROPORTO, 107"
"POINT (663068.562378018 5107686.53655575)";ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A;NON ALIMENTARE;ARTICOLI SPORTIVI/TECNICI;"5070";VIA BOLZANO;"43";ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A;98;MACRON STORE BOLZANO S.R.L.;"33082";"ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A - VIA BOLZANO, 43"
"POINT (663068.562378018 5107686.53655575)";MOBILI;NON ALIMENTARE;;"5070";VIA BOLZANO;"43";MOBILI;148;SIL S.R.L.S.;"30760";"MOBILI - VIA BOLZANO, 43"
"POINT (663068.562378018 5107686.53655575)";ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A;NON ALIMENTARE;;"5070";VIA BOLZANO;"43";ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A;180;CALLIOPE MARA;"24680";"ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A - VIA BOLZANO, 43"
"POINT (663068.562378018 5107686.53655575)";ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE;NON ALIMENTARE;INTEGRATORI ALIMENTARI;"5070";VIA BOLZANO;"43";ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE;180;CALLIOPE MARA;"24680";"ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE - VIA BOLZANO, 43"
"POINT (663546.983129697 5105261.53714808)";COSMETICI-ART.PROFUMERIA-BIGIOTTERIA;NON ALIMENTARE;;"20";VIA A. ABONDI;13/1;COSMETICI-ART.PROFUMERIA-BIGIOTTERIA;90;MICHELI ORNELLA;"8194";"COSMETICI-ART.PROFUMERIA-BIGIOTTERIA - VIA A. ABONDI, 13/1"
"POINT (661689.2056986 5109047.121604)";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;NON ALIMENTARE;AUTO NUOVE E USATE;"5680";VIA KLAGENFURT;"38";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;40;EL BASLAOUI JAMAL;"43889";"AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI - VIA KLAGENFURT, 38"
"POINT (662784.404597695 5105969.08647955)";MOBILI;NON ALIMENTARE;;"3590";VIA DI CAMPOTRENTINO;"88";MOBILI;115;SELECTRA S.P.A.;"6195";"MOBILI - VIA DI CAMPOTRENTINO, 88"
"POINT (662250.691678823 5109171.60803002)";MATERIALE DA COSTRUZIONE;NON ALIMENTARE;"MATERIALE ELETTRICO, X IMP ELETTRICI, ART. X ILLUMINAZIONE";"5685";VIA LINZ;"193";MATERIALE DA COSTRUZIONE;8;SIMEVIGNUDA S.P.A.;"44496";"MATERIALE DA COSTRUZIONE - VIA LINZ, 193"
"POINT (662250.691678823 5109171.60803002)";;NON ALIMENTARE;;"5685";VIA LINZ;"193";;0;SIMEVIGNUDA S.P.A.;"44495";
"POINT (663170.703453867 5108317.13942972)";PASTICCERIA-DOLCIUMI-CONFETTERIA-GELAT.;ALIMENTARE;"PANE, PASTICCERIA, PRODOTTI ALIMENTARI";"5101";VIA SANT'ANNA;"10";PASTICCERIA-DOLCIUMI-CONFETTERIA-GELAT.;10;NICHELATTI SERENA;"48121";"PASTICCERIA-DOLCIUMI-CONFETTERIA-GELAT. - VIA SANT'ANNA, 10"
"POINT (663864.997021834 5105925.0490552)";;ALIMENTARE;;"2495";VIA A. PRANZELORES;"36";;0;ANDEZZA EUROPE S.R.L.;"41709";
